# libcsp golden vectors, CSP wire version 1
# generated by oracle/gen_vectors.c against the libcsp submodule
# format: kind\tinput-description\toutput-hex
id_v1	v=1,pri=0,src=0,dst=0,sport=0,dport=0,flags=0x00,payload=	00000000
id_v1	v=1,pri=0,src=0,dst=0,sport=0,dport=0,flags=0x00,payload=00	0000000000
id_v1	v=1,pri=0,src=0,dst=0,sport=0,dport=0,flags=0x00,payload=41	0000000041
id_v1	v=1,pri=0,src=0,dst=0,sport=0,dport=0,flags=0x00,payload=48656c6c6f	0000000048656c6c6f
id_v1	v=1,pri=0,src=0,dst=0,sport=0,dport=0,flags=0x00,payload=deadbeef	00000000deadbeef
id_v1	v=1,pri=0,src=0,dst=0,sport=0,dport=0,flags=0x00,payload=ffffffffffffffff	00000000ffffffffffffffff
id_v1	v=1,pri=0,src=0,dst=0,sport=0,dport=0,flags=0x00,payload=0102030405060708090a0b0c0d0e0f1011121314	000000000102030405060708090a0b0c0d0e0f1011121314
id_v1	v=1,pri=1,src=1,dst=2,sport=10,dport=20,flags=0x00,payload=	42250a00
id_v1	v=1,pri=1,src=1,dst=2,sport=10,dport=20,flags=0x00,payload=00	42250a0000
id_v1	v=1,pri=1,src=1,dst=2,sport=10,dport=20,flags=0x00,payload=41	42250a0041
id_v1	v=1,pri=1,src=1,dst=2,sport=10,dport=20,flags=0x00,payload=48656c6c6f	42250a0048656c6c6f
id_v1	v=1,pri=1,src=1,dst=2,sport=10,dport=20,flags=0x00,payload=deadbeef	42250a00deadbeef
id_v1	v=1,pri=1,src=1,dst=2,sport=10,dport=20,flags=0x00,payload=ffffffffffffffff	42250a00ffffffffffffffff
id_v1	v=1,pri=1,src=1,dst=2,sport=10,dport=20,flags=0x00,payload=0102030405060708090a0b0c0d0e0f1011121314	42250a000102030405060708090a0b0c0d0e0f1011121314
id_v1	v=1,pri=2,src=8,dst=11,sport=48,dport=24,flags=0x00,payload=	90b63000
id_v1	v=1,pri=2,src=8,dst=11,sport=48,dport=24,flags=0x00,payload=00	90b6300000
id_v1	v=1,pri=2,src=8,dst=11,sport=48,dport=24,flags=0x00,payload=41	90b6300041
id_v1	v=1,pri=2,src=8,dst=11,sport=48,dport=24,flags=0x00,payload=48656c6c6f	90b6300048656c6c6f
id_v1	v=1,pri=2,src=8,dst=11,sport=48,dport=24,flags=0x00,payload=deadbeef	90b63000deadbeef
id_v1	v=1,pri=2,src=8,dst=11,sport=48,dport=24,flags=0x00,payload=ffffffffffffffff	90b63000ffffffffffffffff
id_v1	v=1,pri=2,src=8,dst=11,sport=48,dport=24,flags=0x00,payload=0102030405060708090a0b0c0d0e0f1011121314	90b630000102030405060708090a0b0c0d0e0f1011121314
id_v1	v=1,pri=3,src=31,dst=31,sport=63,dport=63,flags=0x00,payload=	ffffff00
id_v1	v=1,pri=3,src=31,dst=31,sport=63,dport=63,flags=0x00,payload=00	ffffff0000
id_v1	v=1,pri=3,src=31,dst=31,sport=63,dport=63,flags=0x00,payload=41	ffffff0041
id_v1	v=1,pri=3,src=31,dst=31,sport=63,dport=63,flags=0x00,payload=48656c6c6f	ffffff0048656c6c6f
id_v1	v=1,pri=3,src=31,dst=31,sport=63,dport=63,flags=0x00,payload=deadbeef	ffffff00deadbeef
id_v1	v=1,pri=3,src=31,dst=31,sport=63,dport=63,flags=0x00,payload=ffffffffffffffff	ffffff00ffffffffffffffff
id_v1	v=1,pri=3,src=31,dst=31,sport=63,dport=63,flags=0x00,payload=0102030405060708090a0b0c0d0e0f1011121314	ffffff000102030405060708090a0b0c0d0e0f1011121314
id_v1	v=1,pri=2,src=1,dst=8,sport=10,dport=20,flags=0x01,payload=	82850a01
id_v1	v=1,pri=2,src=1,dst=8,sport=10,dport=20,flags=0x01,payload=00	82850a0100
id_v1	v=1,pri=2,src=1,dst=8,sport=10,dport=20,flags=0x01,payload=41	82850a0141
id_v1	v=1,pri=2,src=1,dst=8,sport=10,dport=20,flags=0x01,payload=48656c6c6f	82850a0148656c6c6f
id_v1	v=1,pri=2,src=1,dst=8,sport=10,dport=20,flags=0x01,payload=deadbeef	82850a01deadbeef
id_v1	v=1,pri=2,src=1,dst=8,sport=10,dport=20,flags=0x01,payload=ffffffffffffffff	82850a01ffffffffffffffff
id_v1	v=1,pri=2,src=1,dst=8,sport=10,dport=20,flags=0x01,payload=0102030405060708090a0b0c0d0e0f1011121314	82850a010102030405060708090a0b0c0d0e0f1011121314
id_v1	v=1,pri=2,src=1,dst=8,sport=10,dport=20,flags=0x02,payload=	82850a02
id_v1	v=1,pri=2,src=1,dst=8,sport=10,dport=20,flags=0x02,payload=00	82850a0200
id_v1	v=1,pri=2,src=1,dst=8,sport=10,dport=20,flags=0x02,payload=41	82850a0241
id_v1	v=1,pri=2,src=1,dst=8,sport=10,dport=20,flags=0x02,payload=48656c6c6f	82850a0248656c6c6f
id_v1	v=1,pri=2,src=1,dst=8,sport=10,dport=20,flags=0x02,payload=deadbeef	82850a02deadbeef
